-DOCSTART- -X- -X- O
Card -X- _ I-CARD_TYPE
? -X- _ O

Online -X- _ B-CARD_FEATURE
payment -X- _ I-CARD_FEATURE
method -X- _ O

Check -X- _ O
the -X- _ O
simulated -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

The -X- _ O
password -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
set -X- _ O
. -X- _ O

The -X- _ O
system -X- _ O
displays -X- _ O
a -X- _ O
message -X- _ O
indicating -X- _ O
that -X- _ O
the -X- _ O
bound -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
not -X- _ O
initialized -X- _ O
. -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
close -X- _ O
my -X- _ O
wallet -X- _ B-HMS_SERVICE
? -X- _ O

Why -X- _ O
does -X- _ O
my -X- _ O
phone -X- _ O
model -X- _ O
not -X- _ O
support -X- _ O
traffic -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
? -X- _ O

The -X- _ O
password -X- _ O
of -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
account -X- _ I-HMS_SERVICE
is -X- _ O
forgotten -X- _ O
, -X- _ O
but -X- _ O
the -X- _ O
mobile -X- _ O
phone -X- _ O
is -X- _ O
not -X- _ O
nearby -X- _ O
. -X- _ O

Is -X- _ O
Wuhan -X- _ B-LOC
's -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
not -X- _ O
supported -X- _ O
? -X- _ O

The -X- _ O
Huawei -X- _ B-HMS_SERVICE
ID -X- _ I-HMS_SERVICE
or -X- _ O
password -X- _ O
is -X- _ O
incorrect -X- _ O
. -X- _ O

Add -X- _ O
transportation -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE

Why -X- _ O
does -X- _ O
Huawei -X- _ B-HUAWEI_DEVICE
nova4 -X- _ I-HUAWEI_DEVICE
have -X- _ O
no -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
settings -X- _ O
? -X- _ O

Shanghai -X- _ B-LOC
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
paid -X- _ O
car -X- _ O
rental -X- _ O
or -X- _ O
high -X- _ O
speed -X- _ O
, -X- _ O
the -X- _ O
other -X- _ O
side -X- _ O
did -X- _ O
not -X- _ O
receive -X- _ O
. -X- _ O

Hello -X- _ O
, -X- _ O
why -X- _ O
is -X- _ O
my -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
touching -X- _ O
you -X- _ O
? -X- _ O

0 -X- _ B-MONEY
yuan -X- _ I-MONEY
preferential -X- _ O
green -X- _ B-LOC
city -X- _ I-LOC

What -X- _ O
is -X- _ O
the -X- _ O
reason -X- _ O
why -X- _ O
the -X- _ O
binding -X- _ B-CARD_FEATURE
card -X- _ O
does -X- _ O
not -X- _ O
match -X- _ O
the -X- _ O
user -X- _ O
information -X- _ O
? -X- _ O

See -X- _ O
others -X- _ O
use -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
brush -X- _ O
bus -X- _ B-TRANSPORT
, -X- _ O
subway -X- _ B-TRANSPORT
, -X- _ O
how -X- _ O
to -X- _ O
handle -X- _ O
this -X- _ O
? -X- _ O

Finally -X- _ O
paid -X- _ O
out -X- _ O
of -X- _ O
the -X- _ O
order -X- _ O
, -X- _ O
and -X- _ O
then -X- _ O
go -X- _ O
in -X- _ O
, -X- _ O
can -X- _ O
there -X- _ O
be -X- _ O
a -X- _ O
discount -X- _ O
? -X- _ O

Delete -X- _ O
Alipay -X- _ B-NON_HMS_SERVICE
on -X- _ O
the -X- _ O
card -X- _ B-CARD_FEATURE
swiping -X- _ I-CARD_FEATURE
page -X- _ O
. -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
add -X- _ O
a -X- _ O
Shanghai -X- _ B-LOC
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
to -X- _ O
a -X- _ O
Huawei -X- _ B-ORG
mobile -X- _ O
phone -X- _ O
? -X- _ O

Excuse -X- _ O
me -X- _ O
, -X- _ O
my -X- _ O
Huawei -X- _ B-HMS_SERVICE
ID -X- _ I-HMS_SERVICE
is -X- _ O
forgotten -X- _ O
. -X- _ O
Can -X- _ O
you -X- _ O
open -X- _ O
it -X- _ O
for -X- _ O
me -X- _ O
? -X- _ O

How -X- _ O
Do -X- _ O
I -X- _ O
Set -X- _ O
the -X- _ O
Cancel -X- _ O
Password -X- _ O
? -X- _ O

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
The -X- _ O
payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE
can -X- _ O
not -X- _ O
be -X- _ O
set -X- _ O
. -X- _ O

How -X- _ O
to -X- _ O
invoice -X- _ O
the -X- _ O
transportation -X- _ O
fee -X- _ O
? -X- _ O

Shenzhen -X- _ B-CARD_TYPE
Tong -X- _ I-CARD_TYPE
can -X- _ O
not -X- _ O
be -X- _ O
migrated -X- _ O
. -X- _ O

-- -X- _ O
is -X- _ O
displayed -X- _ O
. -X- _ O

Huawei -X- _ B-CARD_TYPE
Tianfu -X- _ I-CARD_TYPE
Tong -X- _ I-CARD_TYPE
can -X- _ O
not -X- _ O
be -X- _ O
added -X- _ O
. -X- _ O

The -X- _ O
wallet -X- _ B-HMS_SERVICE
did -X- _ O
n't -X- _ O
show -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
. -X- _ O

Hello -X- _ O
, -X- _ O
my -X- _ O
mobile -X- _ O
phone -X- _ O
number -X- _ O
changed -X- _ O
, -X- _ O
wallet -X- _ B-HMS_SERVICE
password -X- _ O
also -X- _ O
forgotten -X- _ O
, -X- _ O
how -X- _ O
to -X- _ O
do -X- _ O
? -X- _ O

Interface -X- _ O
for -X- _ O
resetting -X- _ O
a -X- _ O
payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE

Where -X- _ O
is -X- _ O
the -X- _ O
traffic -X- _ O
jam -X- _ O
? -X- _ O

Hello -X- _ O
. -X- _ O
Excuse -X- _ O
me -X- _ O
? -X- _ O

The -X- _ O
wallet -X- _ B-HMS_SERVICE
bill -X- _ O
can -X- _ O
be -X- _ O
seen -X- _ O
there -X- _ O
. -X- _ O

In -X- _ O
... -X- _ O
? -X- _ O

Password -X- _ O
reset -X- _ O

The -X- _ O
phone -X- _ O
's -X- _ O
not -X- _ O
working -X- _ O
. -X- _ O

How -X- _ O
to -X- _ O
add -X- _ O
a -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
? -X- _ O

What -X- _ O
is -X- _ O
the -X- _ O
automatic -X- _ B-CARD_FEATURE
renewal -X- _ I-CARD_FEATURE
of -X- _ O
12 -X- _ B-MONEY
yuan -X- _ I-MONEY
? -X- _ O

Forget -X- _ O
about -X- _ O
the -X- _ O
security -X- _ O
problem -X- _ O
. -X- _ O

Are -X- _ O
you -X- _ O
there -X- _ O
? -X- _ O

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
Bank -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE

Deleting -X- _ O
an -X- _ O
offline -X- _ O
NE -X- _ B-HMS_SERVICE
ID -X- _ I-HMS_SERVICE

How -X- _ O
can -X- _ O
I -X- _ O
buy -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
directly -X- _ O
? -X- _ O

Add -X- _ O
an -X- _ O
entity -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O
It -X- _ O
is -X- _ O
expected -X- _ O
that -X- _ O
multiple -X- _ O
doors -X- _ O
can -X- _ O
be -X- _ O
opened -X- _ O
but -X- _ O
only -X- _ O
the -X- _ O
Eudemon -X- _ B-APP_TYPES
can -X- _ O
be -X- _ O
opened -X- _ O
. -X- _ O

How -X- _ O
can -X- _ O
I -X- _ O
unbind -X- _ O
my -X- _ O
phone -X- _ O
from -X- _ O
my -X- _ O
phone -X- _ O
? -X- _ O

Is -X- _ O
there -X- _ O
a -X- _ O
handling -X- _ O
charge -X- _ O
for -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Hello -X- _ O
, -X- _ O
there -X- _ O
is -X- _ O
no -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
in -X- _ O
your -X- _ O
wallet -X- _ B-HMS_SERVICE
. -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
cancel -X- _ O
my -X- _ O
phone -X- _ O
unlock -X- _ O
? -X- _ O
The -X- _ O
payment -X- _ O
page -X- _ O
is -X- _ O
automatically -X- _ O
displayed -X- _ O
. -X- _ O

Hello -X- _ O
. -X- _ O
Are -X- _ O
you -X- _ O
there -X- _ O
? -X- _ O

What -X- _ O
channels -X- _ O
can -X- _ O
be -X- _ O
used -X- _ O
to -X- _ O
update -X- _ O
security -X- _ O
issues -X- _ O
? -X- _ O

How -X- _ O
come -X- _ O
I -X- _ O
do -X- _ O
n't -X- _ O
have -X- _ O
an -X- _ O
electronic -X- _ O
card -X- _ O
? -X- _ O

The -X- _ O
payment -X- _ B-CODE_TYPE
code -X- _ I-CODE_TYPE
forgot -X- _ O
to -X- _ O
keep -X- _ O
the -X- _ O
secret -X- _ O
, -X- _ O
and -X- _ O
the -X- _ O
answer -X- _ O
was -X- _ O
forgotten -X- _ O
. -X- _ O

Does -X- _ O
Honor -X- _ B-HUAWEI_DEVICE
20 -X- _ I-HUAWEI_DEVICE
support -X- _ O
mobile -X- _ O
phone -X- _ O
recharge -X- _ O
activities -X- _ O
that -X- _ O
are -X- _ O
fully -X- _ O
reduced -X- _ O
? -X- _ O

Failed -X- _ O
to -X- _ O
find -X- _ O
the -X- _ O
entrance -X- _ O
for -X- _ O
adding -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
delete -X- _ O
eld -X- _ O
when -X- _ O
I -X- _ O
change -X- _ O
my -X- _ O
phone -X- _ O
? -X- _ O

The -X- _ O
money -X- _ O
wo -X- _ O
n't -X- _ O
get -X- _ O
into -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
, -X- _ O
how -X- _ O
ca -X- _ O
n't -X- _ O
tie -X- _ O
the -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
, -X- _ O
tried -X- _ O
several -X- _ O
of -X- _ O
them -X- _ O
can -X- _ O
not -X- _ O
. -X- _ O

Which -X- _ O
cities -X- _ O
does -X- _ O
the -X- _ O
Beijing -X- _ B-LOC
- -X- _ O
Tianjin -X- _ B-LOC
interconnection -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
support -X- _ O
? -X- _ O

Can -X- _ O
I -X- _ O
add -X- _ O
an -X- _ O
electronic -X- _ O
certificate -X- _ O
to -X- _ O
the -X- _ O
wallet -X- _ B-HMS_SERVICE
app -X- _ O
? -X- _ O

Does -X- _ O
the -X- _ O
Honor -X- _ B-HUAWEI_DEVICE
series -X- _ O
have -X- _ O
the -X- _ O
function -X- _ O
of -X- _ O
adding -X- _ O
a -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
? -X- _ O

Why -X- _ O
ca -X- _ O
n't -X- _ O
you -X- _ O
open -X- _ O
the -X- _ O
door -X- _ O
after -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
is -X- _ O
added -X- _ O
? -X- _ O

I -X- _ O
have -X- _ O
been -X- _ O
deducted -X- _ O
from -X- _ O
the -X- _ O
recharge -X- _ O
traffic -X- _ O
of -X- _ O
the -X- _ O
mobile -X- _ O
phone -X- _ O
recharge -X- _ O
service -X- _ O
. -X- _ O

How -X- _ O
to -X- _ O
delete -X- _ O
a -X- _ O
membership -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

There -X- _ O
's -X- _ O
no -X- _ O
money -X- _ O
in -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

I -X- _ O
thought -X- _ O
I -X- _ O
was -X- _ O
amazing -X- _ O
. -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
cancel -X- _ O
WeChat -X- _ B-NON_HMS_SERVICE
free -X- _ O
payment -X- _ O
? -X- _ O

No -X- _ O
response -X- _ O
to -X- _ O
card -X- _ B-CARD_FEATURE
swiping -X- _ I-CARD_FEATURE

Invoice -X- _ O

How -X- _ O
can -X- _ O
I -X- _ O
add -X- _ O
a -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
without -X- _ O
NFC -X- _ B-CARD_USAGE
? -X- _ O

Why -X- _ O
do -X- _ O
n't -X- _ O
you -X- _ O
have -X- _ O
a -X- _ O
cartoon -X- _ B-CARD_FEATURE
in -X- _ O
Chongqing -X- _ B-LOC
? -X- _ O

A -X- _ O
penny -X- _ O
for -X- _ O
Lianyungang -X- _ B-LOC
? -X- _ O

Where -X- _ O
is -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
? -X- _ O

Does -X- _ O
my -X- _ O
phone -X- _ O
have -X- _ O
no -X- _ O
flash -X- _ O
function -X- _ O
? -X- _ O

The -X- _ O
Shanghai -X- _ B-LOC
public -X- _ B-CARD_TYPE
transportation -X- _ I-CARD_TYPE
card -X- _ I-CARD_TYPE
does -X- _ O
not -X- _ O
respond -X- _ O
. -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
install -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
on -X- _ O
my -X- _ O
phone -X- _ O
? -X- _ O

The -X- _ O
metro -X- _ B-TRANSPORT
train -X- _ I-TRANSPORT
is -X- _ O
not -X- _ O
out -X- _ O
of -X- _ O
the -X- _ O
gate -X- _ O
. -X- _ O

I -X- _ O
just -X- _ O
recharged -X- _ O
my -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O
I -X- _ O
did -X- _ O
n't -X- _ O
get -X- _ O
any -X- _ O
account -X- _ O
. -X- _ O
I -X- _ O
did -X- _ O
n't -X- _ O
have -X- _ O
the -X- _ O
retry -X- _ O
function -X- _ O
. -X- _ O
There -X- _ O
was -X- _ O
no -X- _ O
transaction -X- _ O
record -X- _ O
. -X- _ O
What -X- _ O
happened -X- _ O
? -X- _ O

Where -X- _ O
is -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
added -X- _ O
to -X- _ O
the -X- _ O
wallet -X- _ B-HMS_SERVICE
? -X- _ O

How -X- _ O
does -X- _ O
a -X- _ O
cartoon -X- _ B-CARD_FEATURE
take -X- _ O
the -X- _ O
subway -X- _ B-TRANSPORT
? -X- _ O

Does -X- _ O
Huawei -X- _ B-HUAWEI_DEVICE
mate10 -X- _ I-HUAWEI_DEVICE
pro -X- _ I-HUAWEI_DEVICE
Support -X- _ O
the -X- _ O
Access -X- _ O
Control -X- _ O
Card -X- _ O
Function -X- _ O
? -X- _ O

Huawei -X- _ B-HMS_SERVICE
account -X- _ I-HMS_SERVICE
forgot -X- _ O
password -X- _ O
. -X- _ O
The -X- _ O
mobile -X- _ O
number -X- _ O
has -X- _ O
been -X- _ O
deregistered -X- _ O
. -X- _ O

The -X- _ O
balance -X- _ O
of -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
100 -X- _ B-MONEY
yuan -X- _ I-MONEY
. -X- _ O
Why -X- _ O
is -X- _ O
the -X- _ O
balance -X- _ O
not -X- _ O
displayed -X- _ O
? -X- _ O

No -X- _ O
Internet -X- _ O
connection -X- _ O
. -X- _ O
Please -X- _ O
check -X- _ O
your -X- _ O
network -X- _ O
settings -X- _ O
. -X- _ O

Why -X- _ O
ca -X- _ O
n't -X- _ O
I -X- _ O
get -X- _ O
the -X- _ O
incentive -X- _ O
amount -X- _ O
after -X- _ O
consumption -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
authorize -X- _ O
the -X- _ O
hotel -X- _ B-CARD_TYPE
room -X- _ I-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

I -X- _ O
ca -X- _ O
n't -X- _ O
pay -X- _ O
. -X- _ O

Can -X- _ O
I -X- _ O
share -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
with -X- _ O
my -X- _ O
band -X- _ O
? -X- _ O

When -X- _ O
will -X- _ O
the -X- _ O
benefit -X- _ O
of -X- _ O
the -X- _ O
flexible -X- _ O
period -X- _ O
come -X- _ O
to -X- _ O
account -X- _ O
? -X- _ O

Changantong -X- _ B-CARD_TYPE
invoice -X- _ O

The -X- _ O
first -X- _ O
binding -X- _ B-CARD_FEATURE
card -X- _ O
can -X- _ O
not -X- _ O
participate -X- _ O
in -X- _ O
the -X- _ O
full -X- _ O
reduction -X- _ O
activity -X- _ O
. -X- _ O
The -X- _ O
re -X- _ O
- -X- _ O
participation -X- _ O
is -X- _ O
the -X- _ O
same -X- _ O
. -X- _ O

Can -X- _ O
I -X- _ O
return -X- _ O
the -X- _ O
extra -X- _ O
money -X- _ O
? -X- _ O

There -X- _ O
is -X- _ O
no -X- _ O
reaction -X- _ O
in -X- _ O
Harbin -X- _ B-LOC
in -X- _ O
Guangxi -X- _ B-LOC
Traffic -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE

When -X- _ O
can -X- _ O
Beijing -X- _ B-LOC
and -X- _ O
Tianjin -X- _ B-LOC
wings -X- _ O
replace -X- _ O
Beijing -X- _ B-LOC
one -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Why -X- _ O
did -X- _ O
I -X- _ O
receive -X- _ O
the -X- _ O
bill -X- _ O
when -X- _ O
I -X- _ O
did -X- _ O
not -X- _ O
use -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
return -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

What -X- _ O
are -X- _ O
the -X- _ O
cities -X- _ O
that -X- _ O
can -X- _ O
use -X- _ O
this -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Android -X- _ B-HMS_SERVICE_FEATURE
Log -X- _ I-HMS_SERVICE_FEATURE
Submission -X- _ O
Method -X- _ O

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
malicious -X- _ O
push -X- _ O
of -X- _ O
change -X- _ O

The -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
can -X- _ O
not -X- _ O
be -X- _ O
recharged -X- _ O
. -X- _ O

Which -X- _ O
phones -X- _ O
can -X- _ O
use -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
? -X- _ O

Upgrade -X- _ O
to -X- _ O
the -X- _ O
specified -X- _ O
version -X- _ O
. -X- _ O
I -X- _ O
am -X- _ O
the -X- _ O
first -X- _ O
binding -X- _ B-CARD_FEATURE
card -X- _ O
. -X- _ O
Why -X- _ O
not -X- _ O
give -X- _ O
me -X- _ O
the -X- _ O
discount -X- _ O
? -X- _ O

What -X- _ O
is -X- _ O
the -X- _ O
model -X- _ O
of -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

The -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
page -X- _ O
is -X- _ O
displayed -X- _ O
. -X- _ O

How -X- _ O
many -X- _ O
times -X- _ O
does -X- _ O
an -X- _ O
account -X- _ O
appeal -X- _ O
pass -X- _ O
? -X- _ O

Why -X- _ O
is -X- _ O
there -X- _ O
no -X- _ O
key -X- _ O
in -X- _ O
the -X- _ O
bag -X- _ B-CARD_FEATURE
? -X- _ O

The -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
ca -X- _ O
n't -X- _ O
brush -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
. -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
add -X- _ O
an -X- _ O
electronic -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
to -X- _ O
my -X- _ O
phone -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
Calculate -X- _ O
the -X- _ O
Benefit -X- _ O
of -X- _ O
the -X- _ O
Flexibility -X- _ O
Period -X- _ O

Why -X- _ O
did -X- _ O
I -X- _ O
get -X- _ O
out -X- _ O
of -X- _ O
the -X- _ O
mobile -X- _ B-HMS_SERVICE
wallet -X- _ I-HMS_SERVICE
page -X- _ O
when -X- _ O
I -X- _ O
opened -X- _ O
my -X- _ O
phone -X- _ O
? -X- _ O

The -X- _ O
code -X- _ O
forgot -X- _ O
how -X- _ O
to -X- _ O
find -X- _ O
it -X- _ O
. -X- _ O

I -X- _ O
ca -X- _ O
n't -X- _ O
use -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
on -X- _ O
a -X- _ O
bus -X- _ B-TRANSPORT
. -X- _ O

I -X- _ O
am -X- _ O
Honor -X- _ B-HUAWEI_DEVICE
v20 -X- _ I-HUAWEI_DEVICE
, -X- _ O
but -X- _ O
only -X- _ O
one -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
can -X- _ O
be -X- _ O
added -X- _ O
. -X- _ O

Which -X- _ O
of -X- _ O
the -X- _ O
following -X- _ O
mobile -X- _ O
phones -X- _ O
support -X- _ O
WeChat -X- _ B-NON_HMS_SERVICE
fingerprint -X- _ B-CARD_FEATURE
payment -X- _ I-CARD_FEATURE
? -X- _ O

The -X- _ O
recharge -X- _ O
status -X- _ O
is -X- _ O
closed -X- _ O
when -X- _ O
the -X- _ O
recharge -X- _ O
amount -X- _ O
is -X- _ O
not -X- _ O
reached -X- _ O
. -X- _ O

Method -X- _ O
of -X- _ O
transferring -X- _ O
a -X- _ O
new -X- _ O
mobile -X- _ O
phone -X- _ O
to -X- _ O
a -X- _ O
Huawei -X- _ B-ORG
mobile -X- _ O
phone -X- _ O

Beijing -X- _ B-LOC
bus -X- _ B-TRANSPORT
can -X- _ O
not -X- _ O
get -X- _ O
off -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
, -X- _ O
after -X- _ O
the -X- _ O
replacement -X- _ O
of -X- _ O
the -X- _ O
whole -X- _ O
process -X- _ O
, -X- _ O
it -X- _ O
is -X- _ O
not -X- _ O
once -X- _ O
. -X- _ O

I -X- _ O
recharged -X- _ O
it -X- _ O
. -X- _ O
I -X- _ O
did -X- _ O
n't -X- _ O
get -X- _ O
it -X- _ O
. -X- _ O

When -X- _ O
is -X- _ O
the -X- _ O
account -X- _ O
information -X- _ O
reviewed -X- _ O
? -X- _ O

Delete -X- _ O
my -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
. -X- _ O

My -X- _ O
phone -X- _ O
wo -X- _ O
n't -X- _ O
help -X- _ O
the -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

My -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
was -X- _ O
used -X- _ O
in -X- _ O
mate9 -X- _ B-HUAWEI_DEVICE
's -X- _ O
mobile -X- _ O
phone -X- _ O
. -X- _ O
I -X- _ O
changed -X- _ O
my -X- _ O
phone -X- _ O
several -X- _ O
days -X- _ O
ago -X- _ O
. -X- _ O
The -X- _ O
old -X- _ O
phone -X- _ O
store -X- _ O
was -X- _ O
recycled -X- _ O
and -X- _ O
restored -X- _ O
to -X- _ O
factory -X- _ O
settings -X- _ O
. -X- _ O
The -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
of -X- _ O
the -X- _ O
old -X- _ O
phone -X- _ O
was -X- _ O
still -X- _ O
rich -X- _ O
and -X- _ O
the -X- _ O
new -X- _ O
phone -X- _ O
could -X- _ O
not -X- _ O
be -X- _ O
used -X- _ O
. -X- _ O
How -X- _ O
to -X- _ O
solve -X- _ O
the -X- _ O
problem -X- _ O
? -X- _ O

watch2 -X- _ B-HUAWEI_DEVICE
Recharge -X- _ O
Not -X- _ O
Received -X- _ O

Does -X- _ O
nova5i -X- _ B-HUAWEI_DEVICE
support -X- _ O
bus -X- _ B-TRANSPORT
payment -X- _ O
? -X- _ O

Shanghai -X- _ B-LOC
public -X- _ B-CARD_TYPE
transportation -X- _ I-CARD_TYPE
card -X- _ I-CARD_TYPE
can -X- _ O
not -X- _ O
recharge -X- _ O
today -X- _ O
, -X- _ O
what -X- _ O
is -X- _ O
the -X- _ O
matter -X- _ O
? -X- _ O

What -X- _ O
phone -X- _ O
supports -X- _ O
the -X- _ O
NFC -X- _ B-CARD_USAGE
to -X- _ O
take -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
get -X- _ O
the -X- _ O
vibration -X- _ O
when -X- _ O
I -X- _ O
swipe -X- _ O
the -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

I -X- _ O
ask -X- _ O
why -X- _ O
do -X- _ O
I -X- _ O
automatically -X- _ O
pop -X- _ O
out -X- _ O
every -X- _ O
time -X- _ O
I -X- _ O
unlock -X- _ O
it -X- _ O
? -X- _ O

What -X- _ O
's -X- _ O
the -X- _ O
monthly -X- _ O
bill -X- _ O
? -X- _ O

Can -X- _ O
I -X- _ O
pay -X- _ O
with -X- _ O
a -X- _ O
WeChat -X- _ B-NON_HMS_SERVICE
fingerprint -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
delete -X- _ O
an -X- _ O
Eid -X- _ B-CARD_TYPE
? -X- _ O

My -X- _ O
Huawei -X- _ B-HMS_SERVICE
AppGallery -X- _ I-HMS_SERVICE
's -X- _ O
password -X- _ O
does -X- _ O
n't -X- _ O
know -X- _ O
what -X- _ O
it -X- _ O
is -X- _ O
. -X- _ O

The -X- _ O
mobile -X- _ O
phone -X- _ O
payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE
is -X- _ O
forgotten -X- _ O
. -X- _ O

How -X- _ O
can -X- _ O
I -X- _ O
return -X- _ O
the -X- _ O
balance -X- _ O
when -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
deleted -X- _ O
? -X- _ O

Can -X- _ O
we -X- _ O
refund -X- _ O
the -X- _ O
balance -X- _ O
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
use -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
when -X- _ O
I -X- _ O
change -X- _ O
my -X- _ O
phone -X- _ O
? -X- _ O

Can -X- _ O
